Team,Year,GP,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OR,DR,REB,AST,STL,BLK,TO,PF
Portland Trail Blazers,1999,82,97.5,36.8,78.4,47.0,5.0,13.8,36.1,18.8,24.7,76.0,11.8,31.2,43.0,23.5,7.7,4.8,15.2,22.7
Sacramento Kings,1999,82,105.0,40.0,88.9,45.0,6.5,20.2,32.2,18.5,24.6,75.4,12.9,32.1,45.0,23.8,9.6,4.6,16.2,21.1
San Antonio Spurs,1999,82,96.2,36.0,78.0,46.2,4.0,10.8,37.4,20.1,27.0,74.6,11.3,32.5,43.8,22.2,7.5,6.7,15.0,20.9
Seattle SuperSonics,1999,82,99.1,37.9,84.7,44.7,6.7,19.6,33.9,16.6,23.9,69.5,12.7,30.3,43.0,22.9,8.0,4.2,14.0,21.7
Toronto Raptors,1999,82,97.2,36.3,83.9,43.3,5.2,14.3,36.3,19.3,25.2,76.5,13.4,29.9,43.3,23.7,8.1,6.6,13.9,24.3
Utah Jazz,1999,82,96.5,36.1,77.8,46.4,4.0,10.4,38.5,20.3,26.2,77.3,11.4,29.6,41.0,24.9,7.7,5.4,14.9,24.5
Vancouver Grizzlies,1999,82,93.9,35.3,78.5,44.9,4.0,11.0,36.1,19.4,25.1,77.4,12.3,28.3,40.6,20.7,7.4,4.2,16.8,22.9
Washington Wizards,1999,82,96.6,36.7,81.5,45.1,4.1,10.9,37.6,19.1,25.7,74.3,13.0,29.7,42.7,21.6,7.2,4.7,16.1,26.2
Atlanta Hawks,1998,50,86.3,30.8,75.2,40.9,3.9,12.9,30.6,20.8,28.4,73.1,13.5,30.0,43.5,15.6,6.9,5.2,14.9,19.7
Boston Celtics,1998,50,93.0,36.3,83.3,43.6,5.5,15.2,36.0,14.9,21.5,69.2,13.6,29.2,42.8,21.5,9.1,5.1,16.1,23.9
Charlotte Hornets,1998,50,92.9,33.4,74.4,44.9,5.4,14.7,36.5,20.7,27.7,74.7,9.6,29.9,39.5,22.2,8.9,4.9,15.9,22.0
Chicago Bulls,1998,50,81.9,30.8,76.7,40.1,3.5,12.2,28.9,16.8,23.7,70.9,11.5,27.9,39.3,20.3,8.7,3.4,15.5,22.2
Cleveland Cavaliers,1998,50,86.4,31.2,71.2,43.9,3.6,10.7,34.1,20.3,27.1,74.9,9.4,26.3,35.8,21.9,9.0,4.1,15.7,24.2
Dallas Mavericks,1998,50,91.6,35.0,80.7,43.4,4.0,11.9,34.0,17.6,24.2,72.8,12.9,29.6,42.5,18.4,7.0,5.8,13.8,21.3
Denver Nuggets,1998,50,93.5,33.6,79.8,42.1,6.0,18.4,32.8,20.2,26.5,76.2,12.9,27.8,40.8,19.4,7.5,5.5,14.8,22.9
Detroit Pistons,1998,50,90.4,33.2,74.3,44.7,5.0,13.6,36.5,19.0,25.7,74.0,12.1,28.2,40.3,20.2,8.9,4.2,15.8,22.8
Golden State Warriors,1998,50,88.3,34.6,83.5,41.5,3.2,11.3,28.7,15.9,23.5,67.6,16.3,31.2,47.5,20.7,8.3,4.4,15.4,25.4
Houston Rockets,1998,50,94.2,35.1,76.0,46.2,6.7,18.3,36.8,17.3,23.7,72.9,10.7,30.8,41.5,21.2,7.7,5.2,16.2,19.2
Indiana Pacers,1998,50,94.7,34.6,77.3,44.8,5.9,16.0,36.8,19.5,24.6,79.6,11.5,29.0,40.5,20.1,6.3,4.5,13.0,21.6
Los Angeles Clippers,1998,50,90.4,34.2,80.1,42.7,4.3,13.4,32.0,17.7,24.5,72.1,13.3,25.9,39.2,16.4,8.5,4.7,15.9,24.5
Los Angeles Lakers,1998,50,99.0,36.8,78.7,46.8,4.8,13.7,35.2,20.5,30.1,68.3,12.4,29.6,42.0,21.9,7.8,5.7,15.1,24.6
Miami Heat,1998,50,89.0,32.3,71.3,45.3,5.8,16.1,35.9,18.6,25.2,73.5,10.1,30.2,40.3,20.4,6.5,6.1,14.9,20.7
Milwaukee Bucks,1998,50,91.7,35.1,76.4,45.9,4.6,12.4,37.3,16.9,23.1,73.3,11.4,27.4,38.8,20.6,8.8,4.0,14.4,22.8
Minnesota Timberwolves,1998,50,92.9,36.8,86.5,42.5,2.4,8.2,29.8,17.0,22.9,74.3,15.1,27.8,42.9,24.4,8.5,5.4,12.8,23.7
New Jersey Nets,1998,50,91.4,33.8,83.2,40.6,4.5,13.6,33.1,19.2,25.0,76.9,14.3,28.7,43.0,18.5,9.8,5.5,15.0,22.7
New York Knicks,1998,50,86.4,32.2,74.1,43.5,4.2,11.8,35.3,17.8,24.4,73.2,11.0,30.2,41.2,19.3,7.9,5.2,16.1,22.8
Orlando Magic,1998,50,89.5,33.7,78.9,42.8,4.5,13.5,33.0,17.5,25.0,70.0,13.8,28.9,42.7,21.3,9.9,4.3,16.4,18.7
Philadelphia 76ers,1998,50,89.7,33.1,77.7,42.6,2.0,7.4,26.4,21.5,29.7,72.2,14.6,28.6,43.1,18.7,10.8,5.4,16.4,23.0
Phoenix Suns,1998,50,95.6,35.9,80.1,44.9,5.2,14.0,37.2,18.5,24.3,76.0,12.0,28.4,40.3,25.0,8.9,4.0,13.6,20.4
Portland Trail Blazers,1998,50,94.8,34.9,79.1,44.2,4.9,13.5,36.4,20.0,27.0,74.3,12.9,31.4,44.3,21.5,8.2,5.8,15.4,22.5
Sacramento Kings,1998,50,100.2,38.4,86.1,44.5,5.8,18.9,30.8,17.7,25.9,68.3,14.1,31.5,45.6,22.6,8.9,4.6,16.8,20.3
San Antonio Spurs,1998,50,92.8,34.8,76.2,45.6,3.4,10.4,33.0,19.8,28.3,69.8,12.3,31.7,44.0,22.0,8.4,7.0,15.2,20.2
Seattle SuperSonics,1998,50,94.9,35.1,79.5,44.2,6.2,18.0,34.4,18.4,27.1,68.1,13.5,28.4,42.0,21.7,7.9,4.0,15.3,20.9
Toronto Raptors,1998,50,91.1,33.2,78.8,42.1,4.5,13.2,34.1,20.2,26.6,76.0,14.2,28.9,43.2,20.7,8.8,6.4,16.0,22.8
Utah Jazz,1998,50,93.3,33.7,72.4,46.5,2.8,7.8,36.1,23.2,30.2,76.7,11.1,30.2,41.3,24.1,8.0,5.5,16.3,22.7
Vancouver Grizzlies,1998,50,88.9,32.9,76.8,42.8,3.0,9.1,32.7,20.2,28.2,71.7,13.0,27.2,40.2,19.3,8.4,4.0,17.0,22.5
Washington Wizards,1998,50,91.2,35.4,79.4,44.5,3.6,11.6,30.9,16.9,24.0,70.5,11.9,28.1,40.0,21.3,7.9,3.9,14.7,23.0
Atlanta Hawks,1997,82,95.9,35.2,77.5,45.5,4.1,12.4,33.2,21.3,28.2,75.6,13.5,29.5,43.0,19.1,8.0,6.0,14.8,20.4
Boston Celtics,1997,82,95.9,36.7,84.6,43.4,5.1,15.2,33.2,17.4,24.0,72.6,14.6,24.9,39.5,22.1,12.0,4.5,16.2,26.9
Charlotte Hornets,1997,82,96.6,36.2,77.4,46.8,4.2,11.0,38.3,20.0,26.7,75.1,12.0,28.5,40.6,23.7,8.4,3.8,15.2,21.4
Chicago Bulls,1997,82,96.7,37.4,82.9,45.1,3.8,11.7,32.3,18.2,24.5,74.3,15.2,29.7,44.9,23.8,8.5,4.3,14.4,20.6
Cleveland Cavaliers,1997,82,92.5,34.4,75.7,45.4,3.6,9.8,37.2,20.2,26.7,75.6,11.6,28.4,40.1,23.1,9.9,5.1,17.3,23.6
Dallas Mavericks,1997,82,91.4,35.1,82.4,42.7,5.1,14.4,35.7,16.0,21.2,75.3,12.3,27.8,40.1,18.7,7.9,5.7,14.4,20.0
Denver Nuggets,1997,82,89.0,32.6,78.2,41.8,3.5,10.9,32.3,20.2,26.2,77.2,12.7,26.3,39.0,18.9,8.1,4.8,16.0,23.6
Detroit Pistons,1997,82,94.2,34.9,77.7,44.9,3.6,11.4,31.2,20.8,27.9,74.5,12.7,28.5,41.2,19.5,8.3,4.2,14.6,22.0
Golden State Warriors,1997,82,88.3,34.7,83.9,41.3,2.3,8.5,27.2,16.6,23.3,71.0,15.7,30.2,45.9,20.8,7.6,5.5,16.7,22.7
Houston Rockets,1997,82,98.8,35.9,79.4,45.2,7.0,20.4,34.3,19.9,25.9,77.1,12.0,28.7,40.7,21.9,8.4,3.6,15.8,20.2
Indiana Pacers,1997,82,96.0,35.6,75.9,46.9,4.9,12.5,39.0,19.9,26.0,76.4,10.7,28.6,39.3,23.0,7.9,4.5,14.2,22.7
Los Angeles Clippers,1997,82,95.9,35.7,81.6,43.8,6.4,17.9,35.8,18.0,25.0,72.3,12.7,27.8,40.4,18.7,7.6,5.6,16.1,22.3
Los Angeles Lakers,1997,82,105.5,38.4,79.7,48.1,6.1,17.3,35.1,22.7,33.5,67.9,13.2,30.1,43.3,24.5,9.0,6.8,15.3,22.7
Miami Heat,1997,82,95.0,34.8,77.2,45.0,6.7,18.8,35.5,18.8,25.4,73.9,12.5,29.5,42.0,21.4,8.1,5.2,15.0,24.2
Milwaukee Bucks,1997,82,94.5,35.6,78.0,45.6,3.0,8.6,35.4,20.3,26.4,76.7,12.6,27.3,39.9,20.1,8.9,4.4,16.9,23.4
Minnesota Timberwolves,1997,82,101.1,38.5,83.5,46.1,3.7,10.6,34.7,20.4,27.5,74.3,13.0,29.6,42.6,25.2,7.8,5.2,13.9,23.0
New Jersey Nets,1997,82,99.6,37.3,84.5,44.1,3.8,11.4,33.1,21.3,28.7,74.4,16.4,26.1,42.5,20.5,9.5,3.8,14.4,23.4
New York Knicks,1997,82,91.6,34.9,78.2,44.7,4.7,13.9,33.5,17.1,22.1,77.2,11.9,29.7,41.6,21.8,7.7,3.4,15.2,23.7
Orlando Magic,1997,82,90.1,33.8,78.7,42.9,3.6,11.1,32.3,18.9,26.1,72.6,14.4,26.9,41.2,20.7,7.9,5.4,15.3,19.7
Philadelphia 76ers,1997,82,93.3,34.6,78.2,44.3,3.0,9.9,30.0,21.1,28.7,73.7,13.7,28.0,41.7,21.1,8.9,6.0,16.5,22.9
Phoenix Suns,1997,82,99.6,38.3,81.8,46.8,5.3,14.8,35.6,17.8,23.8,74.9,12.1,29.9,42.0,25.9,9.2,5.2,15.1,21.5
Portland Trail Blazers,1997,82,94.3,35.2,78.0,45.1,4.0,12.8,30.9,20.0,27.1,73.7,13.2,30.8,44.0,21.5,7.1,5.7,16.9,22.7
Sacramento Kings,1997,82,93.1,36.1,81.5,44.2,3.5,9.8,35.1,17.6,25.6,68.7,13.3,28.1,41.4,22.4,7.3,5.1,15.5,22.1
San Antonio Spurs,1997,82,92.5,35.3,75.5,46.8,3.7,10.5,35.0,18.2,26.4,68.8,12.0,32.2,44.2,22.4,6.3,6.9,16.1,21.1
Seattle SuperSonics,1997,82,100.6,37.2,78.8,47.3,7.6,19.1,39.6,18.5,25.7,72.1,11.4,27.1,38.5,24.2,9.8,4.6,14.0,22.1
Toronto Raptors,1997,82,94.9,36.2,83.1,43.5,4.5,13.2,34.3,18.0,25.1,71.8,14.5,26.2,40.7,21.3,9.4,8.1,16.7,22.6
Utah Jazz,1997,82,101.0,36.5,74.5,49.0,3.0,8.2,37.2,24.9,32.2,77.3,11.7,29.3,41.1,25.2,7.9,5.0,15.4,23.9
Vancouver Grizzlies,1997,82,96.6,36.7,80.1,45.8,4.0,11.0,36.2,19.3,26.2,73.9,13.2,28.2,41.4,23.9,7.5,4.3,17.1,22.1
Washington Wizards,1997,82,97.2,37.6,83.1,45.2,3.9,11.5,33.9,18.2,26.3,69.1,13.7,28.5,42.2,23.2,8.4,4.6,14.1,22.4
Atlanta Hawks,1996,82,94.8,34.3,76.9,44.6,8.0,22.4,35.9,18.2,23.8,76.3,12.5,28.7,41.1,19.0,8.5,5.2,15.0,19.4
Boston Celtics,1996,82,100.6,37.4,85.0,44.0,5.7,16.2,35.1,20.1,26.8,75.0,13.4,26.7,40.0,21.9,9.9,3.8,16.4,23.4
Charlotte Hornets,1996,82,98.9,36.4,77.3,47.1,7.2,16.9,42.8,18.8,24.2,77.7,11.1,28.0,39.1,24.6,7.3,4.3,14.7,20.8
Chicago Bulls,1996,82,103.1,40.0,84.4,47.3,6.4,17.1,37.3,16.8,22.5,74.7,15.1,30.0,45.1,26.1,8.7,4.0,13.5,19.7
Cleveland Cavaliers,1996,82,87.5,33.0,72.8,45.3,5.9,15.7,37.6,15.6,21.6,72.3,11.1,26.3,37.4,20.9,8.0,3.8,14.5,23.0
Dallas Mavericks,1996,82,90.6,34.3,78.7,43.6,5.2,16.0,32.7,16.8,23.4,71.7,12.7,27.6,40.3,20.3,8.0,4.3,16.1,21.9
Denver Nuggets,1996,82,97.8,35.8,81.5,43.9,7.8,20.9,37.2,18.5,24.3,76.1,12.1,29.9,42.0,23.0,6.1,5.9,16.6,21.8
Detroit Pistons,1996,82,94.2,34.5,74.3,46.4,7.1,18.3,38.8,18.1,24.3,74.5,10.5,28.0,38.4,19.0,7.7,3.5,12.7,20.1
Golden State Warriors,1996,82,99.6,36.5,80.1,45.6,5.9,16.6,35.3,20.7,26.6,77.8,13.2,27.5,40.8,22.2,7.5,4.4,17.2,21.8
Houston Rockets,1996,82,100.6,37.0,79.1,46.8,8.2,22.4,36.5,18.3,24.3,75.5,11.3,31.3,42.6,24.5,8.4,4.2,16.6,19.6
Indiana Pacers,1996,82,95.4,34.8,76.3,45.6,5.2,13.8,38.1,20.6,28.5,72.2,12.5,29.1,41.7,21.3,7.1,4.8,16.3,24.1
Los Angeles Clippers,1996,82,97.2,36.5,81.7,44.6,5.8,16.3,35.4,18.5,25.3,73.1,13.3,27.3,40.7,20.3,8.9,5.4,16.0,24.0
Los Angeles Lakers,1996,82,100.0,36.8,81.0,45.4,6.7,18.3,36.7,19.7,28.4,69.2,13.3,29.4,42.8,22.5,9.0,7.0,14.9,22.2
Miami Heat,1996,82,94.8,34.4,76.0,45.3,8.3,22.7,36.4,17.7,24.7,71.9,11.7,29.3,41.0,21.2,7.9,5.4,15.9,23.4
Milwaukee Bucks,1996,82,95.3,36.2,76.9,47.1,4.0,11.2,35.2,19.0,25.7,74.1,11.6,27.6,39.2,19.6,7.7,4.2,15.7,23.1
Minnesota Timberwolves,1996,82,96.1,35.8,78.5,45.6,4.5,13.3,33.9,20.0,26.6,75.1,11.7,28.1,39.7,22.9,7.5,6.8,15.2,22.2
New Jersey Nets,1996,82,97.2,36.5,86.5,42.2,5.9,16.7,35.3,18.3,24.8,74.0,17.2,29.0,46.2,21.0,8.3,5.9,15.7,22.7
New York Knicks,1996,82,95.4,35.1,75.9,46.3,5.7,15.8,36.3,19.3,25.8,74.8,11.9,30.7,42.5,22.1,7.7,4.6,17.8,24.8
Orlando Magic,1996,82,94.1,34.6,79.2,43.7,6.9,20.3,34.1,18.0,24.1,74.6,13.1,27.1,40.1,20.6,8.5,4.4,15.2,20.0
Philadelphia 76ers,1996,82,100.2,36.6,83.5,43.8,5.3,16.5,31.9,21.7,29.9,72.5,15.5,28.7,44.2,20.7,8.3,4.8,17.5,21.1
Phoenix Suns,1996,82,102.8,38.3,81.8,46.9,6.4,17.4,36.9,19.7,25.9,76.1,11.2,29.0,40.1,25.2,8.1,3.9,14.4,21.1
Portland Trail Blazers,1996,82,99.0,36.6,78.8,46.4,6.1,17.1,35.8,19.7,27.6,71.3,12.9,30.4,43.3,20.9,7.8,5.3,16.5,23.5
Sacramento Kings,1996,82,96.4,36.6,80.6,45.4,5.0,12.9,39.1,18.2,25.2,72.3,13.4,28.1,41.5,21.9,7.2,4.4,16.2,23.7
San Antonio Spurs,1996,82,90.5,34.5,77.9,44.2,4.6,14.4,32.0,16.9,23.5,71.9,13.4,26.0,39.4,20.3,7.9,5.3,15.2,21.5
Seattle SuperSonics,1996,82,100.9,36.5,78.2,46.7,6.8,19.3,35.3,21.0,28.0,75.2,12.3,27.7,40.0,23.5,11.0,4.7,15.0,22.0
Toronto Raptors,1996,82,95.5,35.3,80.9,43.7,7.2,19.8,36.3,17.6,24.5,72.0,13.8,27.5,41.3,20.9,8.8,6.3,16.4,23.0
Utah Jazz,1996,82,103.1,38.2,75.8,50.4,4.1,11.0,37.0,22.7,29.5,76.9,10.8,29.4,40.2,26.8,9.1,5.1,15.4,24.2
Vancouver Grizzlies,1996,82,89.2,34.4,78.7,43.7,5.4,15.5,34.9,15.0,21.1,70.9,12.5,26.3,38.8,22.7,8.0,5.7,15.9,21.4
Washington Bullets,1996,82,99.4,39.1,81.4,48.0,4.0,12.2,33.1,17.1,24.1,70.7,12.3,29.5,41.8,23.4,8.7,4.9,15.7,22.1
Atlanta Hawks,1995,82,98.3,36.4,81.3,44.8,6.9,19.5,35.5,18.6,24.5,75.7,14.4,26.2,40.6,19.6,9.4,3.9,15.0,20.9
Boston Celtics,1995,82,103.6,38.6,84.7,45.6,6.6,17.7,37.1,19.9,27.9,71.4,12.8,29.6,42.4,21.9,8.0,5.0,15.9,24.9
Charlotte Hornets,1995,82,102.8,37.9,80.7,47.0,7.1,18.5,38.4,19.9,25.8,77.0,12.0,27.5,39.5,23.3,7.1,3.4,15.1,22.1
Chicago Bulls,1995,82,105.2,40.2,84.0,47.8,6.6,16.5,40.3,18.2,24.4,74.6,15.2,29.4,44.6,24.8,9.1,4.2,14.3,22.0
Cleveland Cavaliers,1995,82,91.1,33.7,73.1,46.0,7.3,19.3,37.7,16.5,21.6,76.3,10.6,25.1,35.6,22.2,8.2,4.1,13.1,20.5
Dallas Mavericks,1995,82,102.5,38.1,90.6,42.0,9.0,24.9,36.0,17.4,24.1,72.2,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4
Denver Nuggets,1995,82,97.7,36.6,81.2,45.1,4.8,14.0,34.6,19.7,26.5,74.3,12.9,30.3,43.2,22.6,6.4,7.3,15.4,23.0
Detroit Pistons,1995,82,95.4,34.3,74.7,45.9,6.6,16.5,40.4,20.2,26.9,75.1,10.8,29.8,40.5,19.6,6.2,4.3,14.8,23.8
Golden State Warriors,1995,82,101.6,37.3,81.7,45.6,5.5,14.6,37.3,21.6,28.5,75.9,14.3,27.9,42.2,23.0,8.6,5.7,16.4,22.4
Houston Rockets,1995,82,102.5,37.5,81.0,46.4,7.8,21.5,36.2,19.6,25.7,76.5,11.2,29.9,41.1,24.2,7.9,5.8,15.2,21.4
Indiana Pacers,1995,82,99.3,36.3,75.7,48.0,4.4,11.9,37.3,22.2,29.5,75.5,12.3,27.6,39.9,23.4,7.1,3.9,16.3,24.8
Los Angeles Clippers,1995,82,99.4,38.1,80.7,47.2,6.2,16.8,37.0,17.0,24.2,70.2,11.9,26.7,38.6,20.4,8.6,5.0,16.5,24.5
Los Angeles Lakers,1995,82,102.9,39.2,81.8,48.0,5.8,16.6,35.1,18.6,25.0,74.6,12.1,28.1,40.2,25.4,8.8,6.3,14.2,20.8
Miami Heat,1995,82,96.5,35.4,77.4,45.7,6.7,17.8,37.9,18.9,26.7,71.0,12.2,30.4,42.6,21.4,7.0,5.4,17.0,26.3
Milwaukee Bucks,1995,82,95.6,37.0,79.1,46.7,4.4,12.9,33.8,17.2,23.3,73.8,11.9,26.4,38.3,21.4,7.1,3.7,15.8,23.7
Minnesota Timberwolves,1995,82,97.9,36.3,79.0,45.9,3.4,10.5,32.6,21.9,28.2,77.7,12.0,27.7,39.7,22.8,7.9,5.9,17.4,24.3
New Jersey Nets,1995,82,93.7,35.1,82.3,42.7,3.0,9.1,33.5,20.4,27.4,74.5,16.5,30.5,47.0,21.4,7.6,7.0,16.8,22.9
New York Knicks,1995,82,97.2,36.6,77.8,47.1,5.9,15.7,37.7,18.0,23.8,75.7,10.1,29.9,40.0,22.2,7.9,4.6,15.5,22.7
Orlando Magic,1995,82,104.5,39.1,81.0,48.2,7.6,20.1,37.8,18.8,27.2,69.1,11.8,29.3,41.1,25.4,8.1,5.0,14.1,20.8
Philadelphia 76ers,1995,82,94.5,34.1,78.3,43.6,6.0,17.5,34.2,20.3,27.6,73.4,12.6,26.4,38.9,19.9,7.8,5.1,17.2,21.7
Phoenix Suns,1995,82,104.3,38.5,81.4,47.3,4.0,12.0,33.2,23.3,30.1,77.1,12.3,30.5,42.8,24.4,7.6,4.0,14.7,21.7
Portland Trail Blazers,1995,82,99.3,37.4,81.6,45.8,5.9,16.6,35.3,18.7,28.3,66.2,14.1,31.4,45.6,21.5,7.2,5.1,16.8,22.7
Sacramento Kings,1995,82,99.5,36.2,79.2,45.8,5.6,14.6,38.7,21.5,29.4,73.1,13.6,28.6,42.2,22.3,7.8,5.3,17.6,26.0
San Antonio Spurs,1995,82,103.4,38.4,80.5,47.7,6.3,16.1,39.2,20.3,27.6,73.6,11.4,31.5,43.0,24.9,7.9,6.5,14.6,22.2
Seattle SuperSonics,1995,82,104.5,37.5,78.1,48.0,7.1,19.5,36.4,22.5,29.6,76.0,11.6,29.9,41.5,24.4,10.8,4.8,17.6,24.0
Toronto Raptors,1995,82,97.5,37.6,80.5,46.7,5.0,14.2,35.4,17.2,23.8,72.3,13.1,27.0,40.0,23.5,9.1,6.0,18.8,24.2
Utah Jazz,1995,82,102.5,38.2,78.3,48.8,4.6,12.4,37.2,21.6,28.1,76.8,12.1,28.9,41.0,26.1,8.1,5.1,14.8,25.0
Vancouver Grizzlies,1995,82,89.8,33.8,79.1,42.8,4.5,13.8,33.0,17.6,24.4,72.4,11.7,26.5,38.1,20.8,8.9,4.1,16.4,22.6
Washington Bullets,1995,82,102.5,39.0,80.7,48.4,6.0,14.8,40.7,18.4,25.3,72.8,11.3,28.4,39.7,22.1,7.2,6.2,16.2,24.2
Atlanta Hawks,1994,82,96.6,36.4,81.5,44.7,6.6,19.3,34.1,17.2,23.8,72.4,13.5,27.7,41.2,21.4,9.0,5.0,14.9,22.0
Boston Celtics,1994,82,102.8,38.8,83.5,46.4,4.4,12.0,36.8,20.8,27.7,75.3,14.1,28.3,42.4,21.7,7.5,4.4,15.9,24.1
Charlotte Hornets,1994,82,100.6,37.2,78.5,47.4,6.8,17.2,39.7,19.4,24.9,77.7,10.1,29.2,39.4,25.3,7.6,4.9,14.9,20.5
Chicago Bulls,1994,82,101.5,38.9,81.8,47.6,5.4,14.5,37.3,18.3,25.2,72.6,13.5,28.0,41.5,24.0,9.7,4.3,15.8,23.9
Cleveland Cavaliers,1994,82,90.5,33.6,76.3,44.1,4.9,12.6,38.5,18.4,24.2,76.0,12.7,27.3,40.0,20.4,7.7,4.3,14.3,20.7
Dallas Mavericks,1994,82,103.2,39.4,89.5,44.0,4.7,14.6,32.2,19.8,27.0,73.4,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1
Denver Nuggets,1994,82,101.3,37.8,78.8,47.9,5.0,14.1,35.6,20.7,28.1,73.8,12.7,29.3,42.0,22.4,8.0,7.1,16.8,25.2
Detroit Pistons,1994,82,98.2,37.3,80.9,46.1,6.0,17.0,35.4,17.5,23.7,74.1,11.7,26.9,38.6,22.8,8.6,5.1,16.1,26.2
Golden State Warriors,1994,82,105.7,39.2,83.8,46.8,6.7,19.5,34.1,20.6,29.2,70.4,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22.0
Houston Rockets,1994,82,103.5,38.5,80.2,48.0,7.9,21.4,36.8,18.6,24.9,74.9,10.7,29.8,40.5,25.1,8.8,6.3,16.1,20.9
Indiana Pacers,1994,82,99.2,36.4,76.2,47.7,4.6,12.0,38.0,21.9,29.1,75.1,12.8,27.9,40.7,22.9,8.6,4.4,16.3,23.6
Los Angeles Clippers,1994,82,96.7,37.3,84.0,44.4,4.0,12.8,31.5,18.0,25.4,71.0,13.0,25.3,38.3,22.0,9.6,5.3,16.3,26.2
Los Angeles Lakers,1994,82,105.1,40.0,86.4,46.3,6.4,18.2,35.2,18.6,25.3,73.5,13.7,28.2,42.0,25.3,9.1,6.9,15.2,23.6
Miami Heat,1994,82,101.1,38.3,82.2,46.7,5.3,14.4,36.9,19.1,26.0,73.6,13.3,27.7,41.0,21.7,8.1,3.6,15.7,24.4
Milwaukee Bucks,1994,82,99.3,36.9,80.3,45.9,6.0,16.5,36.6,19.6,27.5,71.2,13.0,26.7,39.6,21.2,8.2,4.4,17.0,22.7
Minnesota Timberwolves,1994,82,94.2,34.0,75.8,44.9,3.9,12.4,31.3,22.2,28.7,77.5,10.8,25.5,36.3,21.7,7.4,4.9,17.1,25.3
New Jersey Nets,1994,82,98.1,35.8,82.2,43.6,5.0,15.8,31.9,21.3,28.1,75.9,14.8,31.3,46.1,23.0,6.6,6.7,15.9,22.5
New York Knicks,1994,82,98.2,36.4,78.0,46.7,6.5,17.6,36.8,18.9,25.8,73.4,11.3,30.2,41.5,25.1,7.2,4.7,15.9,25.6
Orlando Magic,1994,82,110.9,42.2,84.1,50.2,6.4,17.2,37.0,20.1,30.1,66.9,14.0,30.0,44.0,27.8,8.2,6.0,15.8,21.0
Philadelphia 76ers,1994,82,95.4,36.0,80.2,44.8,4.3,11.4,37.9,19.1,25.9,73.7,13.5,27.2,40.7,19.1,7.8,7.0,16.5,22.4
Phoenix Suns,1994,82,110.6,40.9,85.0,48.2,7.1,19.3,36.9,21.7,28.7,75.6,12.5,29.3,41.8,26.8,8.4,3.8,14.2,22.4
Portland Trail Blazers,1994,82,103.1,39.2,87.0,45.1,5.6,15.4,36.5,19.0,27.2,69.7,16.5,29.8,46.3,22.5,8.1,5.7,14.8,24.7
Sacramento Kings,1994,82,98.2,36.9,78.8,46.8,4.4,12.6,34.6,20.1,28.3,71.1,13.1,28.4,41.4,22.2,7.9,5.6,17.7,24.9
San Antonio Spurs,1994,82,106.6,39.5,81.5,48.4,5.3,14.1,37.5,22.4,30.3,73.8,12.5,32.5,45.0,23.4,8.0,5.6,15.2,22.8
Seattle SuperSonics,1994,82,110.4,40.4,82.2,49.1,6.0,15.9,37.6,23.7,31.3,75.8,13.0,28.5,41.5,25.8,11.2,4.8,15.8,25.2
Utah Jazz,1994,82,106.4,39.5,77.3,51.2,3.7,9.8,37.6,23.6,30.3,78.1,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9
Washington Bullets,1994,82,100.5,38.7,84.1,46.0,5.3,15.4,34.3,17.8,24.5,72.4,12.7,27.1,39.8,21.3,7.9,4.9,15.9,23.8
Atlanta Hawks,1993,82,101.4,39.6,85.8,46.1,3.3,10.1,32.3,19.0,25.2,75.2,15.2,29.5,44.8,25.1,11.2,5.5,15.3,19.8
Boston Celtics,1993,82,100.8,40.6,86.1,47.2,1.7,5.8,28.9,17.8,24.4,73.0,12.6,29.0,41.7,23.5,8.2,5.4,15.1,22.5
Charlotte Hornets,1993,82,106.5,41.2,86.6,47.6,4.1,11.2,36.7,19.9,26.0,76.4,12.4,30.2,42.6,27.0,8.8,4.8,15.4,21.3
Chicago Bulls,1993,82,98.0,39.6,83.1,47.6,2.8,8.0,35.4,16.0,22.7,70.5,13.9,29.2,43.1,25.6,9.0,4.3,15.9,21.3
Cleveland Cavaliers,1993,82,101.2,38.2,82.1,46.5,3.6,9.9,36.2,21.2,27.5,77.0,13.3,28.7,42.0,25.0,8.6,5.2,13.9,20.7
Dallas Mavericks,1993,82,95.1,37.3,86.2,43.2,2.9,9.4,31.2,17.7,23.7,74.7,15.5,26.2,41.7,19.9,9.4,3.6,17.0,24.5
Denver Nuggets,1993,82,100.3,38.5,82.7,46.5,2.1,7.3,28.5,21.2,29.5,71.8,13.5,31.2,44.7,21.5,8.3,8.4,17.3,23.5
Detroit Pistons,1993,82,96.9,38.6,85.6,45.2,4.4,12.7,34.4,15.3,20.9,73.1,12.5,28.3,40.8,21.5,7.3,3.8,15.1,23.6
Golden State Warriors,1993,82,107.9,42.8,87.1,49.2,3.5,10.5,33.9,18.6,28.1,66.4,14.4,29.2,43.6,26.8,9.8,6.2,17.5,21.8
